date,user,pc,activity
2011-05-02 07:31:00,KAH3247,PC-6828,Logon
2011-05-02 07:31:00,KCM1858,PC-2922,Logon
2011-05-02 07:31:00,KDR3234,PC-1667,Logon
2011-05-02 07:31:00,KEM0113,PC-6699,Logon
2011-05-02 07:31:00,LAW1407,PC-4217,Logon
2011-05-02 07:31:00,LHH2148,PC-8203,Logon
2011-05-02 07:31:00,LXS0332,PC-4458,Logon
2011-05-02 07:31:00,MCF3187,PC-5089,Logon
2011-05-02 07:31:00,MDP1412,PC-8484,Logon
2011-05-02 07:31:00,MZG2261,PC-1618,Logon
2011-05-02 07:31:00,NBR1873,PC-6596,Logon
2011-05-02 07:31:00,NVL2180,PC-6268,Logon
2011-05-02 07:31:00,OHD2274,PC-4060,Logon
2011-05-02 07:31:00,PAM0505,PC-7261,Logon
2011-05-02 07:31:00,QFD1857,PC-2543,Logon
2011-05-02 07:31:00,RGR0706,PC-2165,Logon
2011-05-02 07:31:00,SGP2174,PC-1436,Logon
2011-05-02 07:31:00,SHP1713,PC-2953,Logon
2011-05-02 07:31:00,TBW1393,PC-5277,Logon
2011-05-02 07:31:00,TDV3188,PC-9264,Logon
2011-05-02 07:31:00,TSH3841,PC-5863,Logon
2011-05-02 07:31:00,UEP2013,PC-2316,Logon
2011-05-02 07:31:00,VFM3223,PC-9232,Logon
2011-05-02 07:31:00,VWV1249,PC-4585,Logon
2011-05-02 07:31:00,YSC1691,PC-3423,Logon
2011-05-02 07:31:00,ZAW2012,PC-4738,Logon
2011-05-02 07:31:00,ZCR0558,PC-5242,Logon
2011-05-02 07:32:00,ADM2762,PC-2167,Logon
2011-05-02 07:32:00,AHG1408,PC-3642,Logon
2011-05-02 07:32:00,BHK2196,PC-4594,Logon
2011-05-02 07:32:00,BWK0172,PC-0317,Logon
2011-05-02 07:32:00,CDB3222,PC-5412,Logon
2011-05-02 07:32:00,CHA3190,PC-1919,Logon
2011-05-02 07:32:00,CHY0083,PC-9333,Logon
2011-05-02 07:32:00,CRL3842,PC-6200,Logon
2011-05-02 07:32:00,DIR3921,PC-9487,Logon
2011-05-02 07:32:00,EBC3242,PC-5369,Logon
2011-05-02 07:32:00,GDP1856,PC-9684,Logon
2011-05-02 07:32:00,GSC0192,PC-5458,Logon
2011-05-02 07:32:00,GSM0930,PC-9128,Logon
2011-05-02 07:32:00,IGP2254,PC-0069,Logon
2011-05-02 07:32:00,JJH0681,PC-7416,Logon
2011-05-02 07:32:00,KAA2150,PC-0845,Logon
2011-05-02 07:32:00,KAA2259,PC-8330,Logon
2011-05-02 07:32:00,KDC0444,PC-6964,Logon
2011-05-02 07:32:00,KSW3237,PC-3209,Logon
2011-05-02 07:32:00,MKC1094,PC-3544,Logon
2011-05-02 07:32:00,MNS1394,PC-4459,Logon
2011-05-02 07:32:00,NCS1854,PC-3307,Logon
2011-05-02 07:32:00,NQM0084,PC-8084,Logon
2011-05-02 07:32:00,ORJ1401,PC-7901,Logon
2011-05-02 07:32:00,OUH0741,PC-8615,Logon
2011-05-02 07:32:00,RDB1693,PC-5058,Logon
2011-05-02 07:32:00,RHM3909,PC-3617,Logon
2011-05-02 07:32:00,RSE2181,PC-2493,Logon
2011-05-02 07:32:00,RSW3232,PC-5074,Logon
2011-05-02 07:32:00,RVL1688,PC-1255,Logon
2011-05-02 07:32:00,RXN2265,PC-8466,Logon
2011-05-02 07:32:00,SCE1877,PC-6926,Logon
2011-05-02 07:32:00,TAJ0193,PC-5775,Logon
2011-05-02 07:32:00,TBD2008,PC-9046,Logon
2011-05-02 07:32:00,VBP1871,PC-7920,Logon
2011-05-02 07:32:00,VTB2147,PC-2230,Logon
2011-05-02 07:32:00,WDD0499,PC-7526,Logon
2011-05-02 07:32:00,WRJ2184,PC-6152,Logon
2011-05-02 07:32:00,YZC3244,PC-8635,Logon
2011-05-02 07:32:00,ZKR1397,PC-4248,Logon
2011-05-02 07:33:00,ARV0704,PC-8043,Logon
2011-05-02 07:33:00,BNS3233,PC-2971,Logon
2011-05-02 07:33:00,DDG1703,PC-0522,Logon
2011-05-02 07:33:00,DER0400,PC-7325,Logon
2011-05-02 07:33:00,DSN3186,PC-8672,Logon
2011-05-02 07:33:00,EJB1263,PC-4338,Logon
2011-05-02 07:33:00,GPD3917,PC-0660,Logon
2011-05-02 07:33:00,IWW0699,PC-4520,Logon
2011-05-02 07:33:00,JBL3189,PC-2401,Logon
2011-05-02 07:33:00,JGR3914,PC-5072,Logon
2011-05-02 07:33:00,JNR2260,PC-3368,Logon
2011-05-02 07:33:00,KAM0005,PC-4491,Logon
2011-05-02 07:33:00,KDM3923,PC-0001,Logon
2011-05-02 07:33:00,KPP2253,PC-7259,Logon
2011-05-02 07:33:00,LPH3918,PC-2216,Logon
2011-05-02 07:33:00,MBR3648,PC-6526,Logon
2011-05-02 07:33:00,NIM0052,PC-8950,Logon
2011-05-02 07:33:00,NSM2805,PC-1478,Logon
2011-05-02 07:33:00,QCD0386,PC-9878,Logon
2011-05-02 07:33:00,SNM1696,PC-8685,Logon
2011-05-02 07:33:00,SWG2200,PC-3881,Logon
2011-05-02 07:33:00,TJB3240,PC-9357,Logon
2011-05-02 07:33:00,TSS3643,PC-5835,Logon
2011-05-02 07:33:00,VQS3246,PC-6505,Logon
2011-05-02 07:33:00,WOL3226,PC-1580,Logon
2011-05-02 07:33:00,XAR1011,PC-4671,Logon
2011-05-02 07:33:00,XSR3526,PC-2072,Logon
2011-05-02 07:33:00,ZER0085,PC-1471,Logon
2011-05-02 07:34:00,ABW0501,PC-3901,Logon
2011-05-02 07:34:00,AEF2019,PC-3754,Logon
2011-05-02 07:34:00,AKW1679,PC-6315,Logon
2011-05-02 07:34:00,APM0190,PC-8966,Logon
2011-05-02 07:34:00,BAA2451,PC-1188,Logon
2011-05-02 07:34:00,BCH3651,PC-3509,Logon
2011-05-02 07:34:00,BDP3912,PC-2767,Logon
2011-05-02 07:34:00,BFR3250,PC-8315,Logon
2011-05-02 07:34:00,BKS1860,PC-3699,Logon
2011-05-02 07:34:00,BOJ2179,PC-0820,Logon
2011-05-02 07:34:00,CAM0679,PC-1109,Logon
2011-05-02 07:34:00,CSR1682,PC-0061,Logon
2011-05-02 07:34:00,DBC3871,PC-4703,Logon
2011-05-02 07:34:00,DCF2185,PC-3805,Logon
2011-05-02 07:34:00,DFH1681,PC-8492,Logon
2011-05-02 07:34:00,DLM1680,PC-7442,Logon
2011-05-02 07:34:00,FMC1002,PC-1123,Logon
2011-05-02 07:34:00,GMA1698,PC-4562,Logon
2011-05-02 07:34:00,HKH0204,PC-0050,Logon
2011-05-02 07:34:00,HSP1675,PC-9887,Logon
2011-05-02 07:34:00,IQR2187,PC-4309,Logon
2011-05-02 07:34:00,IRP3916,PC-3092,Logon
2011-05-02 07:34:00,JCH1410,PC-0332,Logon
2011-05-02 07:34:00,JSM3633,PC-9967,Logon
2011-05-02 07:34:00,KJB3654,PC-2218,Logon
2011-05-02 07:34:00,KMR0682,PC-1419,Logon
2011-05-02 07:34:00,KNM1674,PC-2667,Logon
2011-05-02 07:34:00,LGL2772,PC-5943,Logon
2011-05-02 07:34:00,LLT0291,PC-1250,Logon
2011-05-02 07:34:00,MEW1406,PC-3134,Logon
2011-05-02 07:34:00,MJS1251,PC-8956,Logon
2011-05-02 07:34:00,MMR0700,PC-1433,Logon
2011-05-02 07:34:00,OBH3008,PC-9101,Logon
2011-05-02 07:34:00,ODB1853,PC-0326,Logon
2011-05-02 07:34:00,RDB0702,PC-2008,Logon
2011-05-02 07:34:00,RJM3227,PC-0506,Logon
2011-05-02 07:34:00,SGW0443,PC-8044,Logon
2011-05-02 07:34:00,SSL2271,PC-7220,Logon
2011-05-02 07:34:00,TDK1689,PC-7593,Logon
2011-05-02 07:34:00,TSO3216,PC-2025,Logon
2011-05-02 07:34:00,VKM2376,PC-0717,Logon
2011-05-02 07:34:00,ZIR1732,PC-2291,Logon
2011-05-02 07:34:00,ZLB1878,PC-7523,Logon
2011-05-02 07:35:00,AMS0712,PC-3460,Logon
2011-05-02 07:35:00,AOD2178,PC-3261,Logon
2011-05-02 07:35:00,ARK3198,PC-9151,Logon
2011-05-02 07:35:00,BBM1701,PC-0658,Logon
2011-05-02 07:35:00,BHG3238,PC-8165,Logon
2011-05-02 07:35:00,BJW2134,PC-5838,Logon
2011-05-02 07:35:00,BLL3910,PC-2519,Logon
2011-05-02 07:35:00,DBF3635,PC-0363,Logon
2011-05-02 07:35:00,DJA0740,PC-7197,Logon
2011-05-02 07:35:00,GCB0201,PC-6789,Logon
2011-05-02 07:35:00,HAR3632,PC-8174,Logon
2011-05-02 07:35:00,HMT1024,PC-1231,Logon
2011-05-02 07:35:00,INS3200,PC-0432,Logon
2011-05-02 07:35:00,JAB3656,PC-3146,Logon
2011-05-02 07:35:00,JDC2176,PC-2402,Logon
2011-05-02 07:35:00,KAC2449,PC-1140,Logon
2011-05-02 07:35:00,LBG3911,PC-2183,Logon
2011-05-02 07:35:00,LTW1378,PC-5232,Logon
2011-05-02 07:35:00,MDH3639,PC-3383,Logon
2011-05-02 07:35:00,MJM3657,PC-4498,Logon
2011-05-02 07:35:00,OEN0432,PC-4108,Logon
2011-05-02 07:35:00,QKO2718,PC-7030,Logon
2011-05-02 07:35:00,RRT1417,PC-6017,Logon
2011-05-02 07:35:00,SAP2173,PC-4889,Logon
2011-05-02 07:36:00,AFB3228,PC-1951,Logon
2011-05-02 07:36:00,AHD2457,PC-7794,Logon
2011-05-02 07:36:00,ARG0441,PC-9775,Logon
2011-05-02 07:36:00,ASG0072,PC-4895,Logon
2011-05-02 07:36:00,CAS1702,PC-5363,Logon
2011-05-02 07:36:00,CAV1868,PC-6976,Logon
2011-05-02 07:36:00,EBH1882,PC-7768,Logon
2011-05-02 07:36:00,EIF1865,PC-5326,Logon
2011-05-02 07:36:00,ENM2269,PC-0213,Logon
2011-05-02 07:36:00,FMT2152,PC-1281,Logon
2011-05-02 07:36:00,FSP0703,PC-7998,Logon
2011-05-02 07:36:00,GNE1365,PC-5750,Logon
2011-05-02 07:36:00,IMR3660,PC-6999,Logon
2011-05-02 07:36:00,IWG0058,PC-4074,Logon
2011-05-02 07:36:00,KKH2324,PC-7042,Logon
2011-05-02 07:36:00,LBC0194,PC-2987,Logon
2011-05-02 07:36:00,LIC0203,PC-1828,Logon
2011-05-02 07:36:00,MMA1255,PC-2600,Logon
2011-05-02 07:36:00,NGH1256,PC-9068,Logon
2011-05-02 07:36:00,RCT1697,PC-5770,Logon
2011-05-02 07:36:00,RGB1869,PC-8911,Logon
2011-05-02 07:36:00,SLC1588,PC-3514,Logon
2011-05-02 07:36:00,SSD3197,PC-3688,Logon
2011-05-02 07:36:00,UDB1170,PC-9549,Logon
2011-05-02 07:36:00,VBA1395,PC-4193,Logon
2011-05-02 07:37:00,ALB3649,PC-2300,Logon
2011-05-02 07:37:00,ASM3925,PC-4840,Logon
2011-05-02 07:37:00,ATH0720,PC-1497,Logon
2011-05-02 07:37:00,ATT0293,PC-2385,Logon
2011-05-02 07:37:00,CDL2145,PC-5833,Logon
2011-05-02 07:37:00,CGW0692,PC-6774,Logon
2011-05-02 07:37:00,ERO2454,PC-8549,Logon
2011-05-02 07:37:00,GER1997,PC-9112,Logon
2011-05-02 07:37:00,JJA1399,PC-9743,Logon
2011-05-02 07:37:00,JKW0200,PC-1295,Logon
2011-05-02 07:37:00,KCH3224,PC-0535,Logon
2011-05-02 07:37:00,LBM2142,PC-2188,Logon
2011-05-02 07:37:00,LKS1416,PC-2934,Logon
2011-05-02 07:37:00,LPC2011,PC-0281,Logon
2011-05-02 07:37:00,MHH2192,PC-8059,Logon
2011-05-02 07:37:00,MMD2022,PC-2483,Logon
2011-05-02 07:37:00,NLS1866,PC-6907,Logon
2011-05-02 07:37:00,PMT2264,PC-5962,Logon
2011-05-02 07:37:00,PWM0708,PC-5380,Logon
2011-05-02 07:37:00,WAH3836,PC-6060,Logon
2011-05-02 07:37:00,WLC0115,PC-7913,Logon
2011-05-02 07:38:00,AEH2020,PC-9884,Logon
2011-05-02 07:38:00,AKK2125,PC-8941,Logon
2011-05-02 07:38:00,BWG3220,PC-9141,Logon
2011-05-02 07:38:00,IBM1700,PC-9385,Logon
2011-05-02 07:38:00,IMS2191,PC-0279,Logon
2011-05-02 07:38:00,KUS2137,PC-4876,Logon
2011-05-02 07:38:00,LCK1403,PC-4866,Logon
2011-05-02 07:38:00,MET1881,PC-0186,Logon
2011-05-02 07:38:00,MKR2258,PC-6788,Logon
2011-05-02 07:38:00,PIP3915,PC-5614,Logon
2011-05-02 07:38:00,QRJ1597,PC-5898,Logon
2011-05-02 07:38:00,SDW0370,PC-8438,Logon
2011-05-02 07:38:00,SEM1862,PC-0085,Logon
2011-05-02 07:38:00,SLL0504,PC-2773,Logon
2011-05-02 07:38:00,SPM1684,PC-7491,Logon
2011-05-02 07:38:00,WVC3623,PC-4663,Logon
2011-05-02 07:39:00,AHC1994,PC-5218,Logon
2011-05-02 07:39:00,CID3640,PC-5401,Logon
2011-05-02 07:39:00,CKB3645,PC-8383,Logon
2011-05-02 07:39:00,DWB0238,PC-3102,Logon
2011-05-02 07:39:00,FCM3926,PC-2304,Logon
2011-05-02 07:39:00,HHF1995,PC-4472,Logon
2011-05-02 07:39:00,KLZ0507,PC-3501,Logon
2011-05-02 07:39:00,QBL1386,PC-2737,Logon
2011-05-02 07:39:00,RMB2275,PC-3731,Logon
2011-05-02 07:39:00,RPW2445,PC-2372,Logon
2011-05-02 07:39:00,RVR0095,PC-1239,Logon
2011-05-02 07:39:00,SMM3221,PC-6454,Logon
2011-05-02 07:39:00,WYC2416,PC-7002,Logon
2011-05-02 07:39:40,WAL0050,PC-1595,Logon
2011-05-02 07:40:00,ACH1405,PC-4476,Logon
2011-05-02 07:40:00,AGB0057,PC-3807,Logon
2011-05-02 07:40:00,AZA1012,PC-9811,Logon
2011-05-02 07:40:00,BOV1609,PC-3155,Logon
2011-05-02 07:40:00,CBL3631,PC-7419,Logon
2011-05-02 07:40:00,CLM1874,PC-3622,Logon
2011-05-02 07:40:00,ECB1683,PC-9614,Logon
2011-05-02 07:40:00,EDP1880,PC-4123,Logon
2011-05-02 07:40:00,GKK2422,PC-2775,Logon
2011-05-02 07:40:00,HDP1890,PC-9014,Logon
2011-05-02 07:40:00,HID1899,PC-2433,Logon
2011-05-02 07:40:00,JME0387,PC-0490,Logon
2011-05-02 07:40:00,LNM1879,PC-1338,Logon
2011-05-02 07:40:00,RFJ2193,PC-6641,Logon
2011-05-02 07:40:00,RTS2009,PC-7059,Logon
2011-05-02 07:40:00,SCJ2279,PC-7440,Logon
2011-05-02 07:40:00,XCB1390,PC-5666,Logon
2011-05-02 07:41:00,BCW3480,PC-2063,Logon
2011-05-02 07:41:00,BTR2026,PC-9562,Logon
2011-05-02 07:41:00,ELW1413,PC-7631,Logon
2011-05-02 07:41:00,FBM2755,PC-1525,Logon
2011-05-02 07:41:00,GNH1735,PC-8251,Logon
2011-05-02 07:41:00,ILS0713,PC-3372,Logon
2011-05-02 07:41:00,INH1250,PC-9534,Logon
2011-05-02 07:41:00,LMB3241,PC-0054,Logon
2011-05-02 07:41:00,PSD1409,PC-8286,Logon
2011-05-02 07:41:00,SCD3192,PC-1763,Logon
2011-05-02 07:41:00,SNM1257,PC-3299,Logon
2011-05-02 07:41:12,ATR1677,PC-1117,Logon
2011-05-02 07:42:00,EKK0503,PC-9315,Logon
2011-05-02 07:42:00,GIT2266,PC-2581,Logon
2011-05-02 07:42:00,JNR1694,PC-3919,Logon
2011-05-02 07:42:00,KCW2117,PC-8304,Logon
2011-05-02 07:42:00,KJS1940,PC-3182,Logon
2011-05-02 07:42:00,KLM2448,PC-0687,Logon
2011-05-02 07:42:00,MNW2267,PC-4925,Logon
2011-05-02 07:42:00,NGW2341,PC-1120,Logon
2011-05-02 07:42:00,QKP3927,PC-8066,Logon
2011-05-02 07:42:00,RTP0754,PC-4965,Logon
2011-05-02 07:42:00,SJB0086,PC-8004,Logon
2011-05-02 07:43:00,AWB2282,PC-3439,Logon
2011-05-02 07:43:00,KPS3882,PC-9504,Logon
2011-05-02 07:43:00,RDE3239,PC-4628,Logon
2011-05-02 07:43:00,SRM3245,PC-0647,Logon
2011-05-02 07:43:00,SRR2711,PC-6931,Logon
2011-05-02 07:43:00,TCG1262,PC-4941,Logon
2011-05-02 07:43:00,ZTB2410,PC-0638,Logon
2011-05-02 07:44:00,AKI3229,PC-8712,Logon
2011-05-02 07:44:00,DDL3007,PC-0963,Logon
2011-05-02 07:44:00,SQC2334,PC-1846,Logon
2011-05-02 07:45:00,AAP0352,PC-6708,Logon
2011-05-02 07:45:00,AAP1919,PC-5958,Logon
2011-05-02 07:45:00,AAP1942,PC-8050,Logon
2011-05-02 07:45:00,AGG3958,PC-6123,Logon
2011-05-02 07:45:00,AJQ0809,PC-2245,Logon
2011-05-02 07:45:00,ARW0818,PC-0676,Logon
2011-05-02 07:45:00,AUR1359,PC-5756,Logon
2011-05-02 07:45:00,BAL3618,PC-3456,Logon
2011-05-02 07:45:00,BBV3875,PC-7822,Logon
2011-05-02 07:45:00,BCB2676,PC-0113,Logon
2011-05-02 07:45:00,BMC3061,PC-4827,Logon
2011-05-02 07:45:00,CFR1523,PC-9600,Logon
2011-05-02 07:45:00,CJJ1491,PC-6561,Logon
2011-05-02 07:45:00,CMA1475,PC-8790,Logon
2011-05-02 07:45:00,CNC1177,PC-5198,Logon
2011-05-02 07:45:00,CQC0997,PC-4253,Logon
2011-05-02 07:45:00,CSP2186,PC-6048,Logon
2011-05-02 07:45:00,CTH3020,PC-4715,Logon
2011-05-02 07:45:00,DCW1901,PC-1738,Logon
2011-05-02 07:45:00,DFW1467,PC-5681,Logon
2011-05-02 07:45:00,DHC1989,PC-2393,Logon
2011-05-02 07:45:00,DMW2128,PC-7157,Logon
2011-05-02 07:45:00,DNM2823,PC-9321,Logon
2011-05-02 07:45:00,DRB1780,PC-6323,Logon
2011-05-02 07:45:00,EAH3107,PC-3850,Logon
2011-05-02 07:45:00,EMO2120,PC-1285,Logon
2011-05-02 07:45:00,EWA1486,PC-9442,Logon
2011-05-02 07:45:00,FAD3114,PC-2106,Logon
2011-05-02 07:45:00,FNM1482,PC-2066,Logon
2011-05-02 07:45:00,FZS0969,PC-6630,Logon
2011-05-02 07:45:00,GEH0420,PC-9052,Logon
2011-05-02 07:45:00,GKB2807,PC-6822,Logon
2011-05-02 07:45:00,GLM3106,PC-6813,Logon
2011-05-02 07:45:00,GLR3888,PC-0636,Logon
2011-05-02 07:45:00,GTC0747,PC-0870,Logon
2011-05-02 07:45:00,GWM1366,PC-2839,Logon
2011-05-02 07:45:00,HCB1383,PC-8470,Logon
2011-05-02 07:45:00,HDC2132,PC-7278,Logon
2011-05-02 07:45:00,HNC0074,PC-7789,Logon
2011-05-02 07:45:00,HSS3959,PC-8609,Logon
2011-05-02 07:45:00,HUC1396,PC-1686,Logon
2011-05-02 07:45:00,IBW1779,PC-6551,Logon
2011-05-02 07:45:00,ICH1478,PC-1393,Logon
2011-05-02 07:45:00,JAS0353,PC-7418,Logon
2011-05-02 07:45:00,JCM1388,PC-5968,Logon
2011-05-02 07:45:00,JHF0480,PC-7373,Logon
2011-05-02 07:45:00,JIG1936,PC-9383,Logon
2011-05-02 07:45:00,JKG3329,PC-2898,Logon
2011-05-02 07:45:00,KCM1893,PC-9116,Logon
2011-05-02 07:45:00,KCW3064,PC-7812,Logon
2011-05-02 07:45:00,KNH0316,PC-8324,Logon
2011-05-02 07:45:00,KSB1599,PC-4913,Logon
2011-05-02 07:45:00,KVW0814,PC-0680,Logon
2011-05-02 07:45:00,LCM1480,PC-9864,Logon
2011-05-02 07:45:00,LFF1887,PC-8154,Logon
2011-05-02 07:45:00,LNK3345,PC-5649,Logon
2011-05-02 07:45:00,LRS1168,PC-5678,Logon
2011-05-02 07:45:00,LTR1729,PC-9695,Logon
2011-05-02 07:45:00,MBH1370,PC-5060,Logon
2011-05-02 07:45:00,MCB2802,PC-0094,Logon
2011-05-02 07:45:00,MCT0424,PC-7236,Logon
2011-05-02 07:45:00,MDH0211,PC-5017,Logon
2011-05-02 07:45:00,MDH1924,PC-8655,Logon
2011-05-02 07:45:00,MEA3886,PC-3897,Logon
2011-05-02 07:45:00,MJP2421,PC-0047,Logon
2011-05-02 07:45:00,MKM1993,PC-0770,Logon
2011-05-02 07:45:00,MTP2675,PC-5798,Logon
2011-05-02 07:45:00,NBW2810,PC-6065,Logon
2011-05-02 07:45:00,NCS3577,PC-2453,Logon
2011-05-02 07:45:00,PHH1524,PC-9583,Logon
2011-05-02 07:45:00,REJ2666,PC-9016,Logon
2011-05-02 07:45:00,RND1473,PC-4949,Logon
2011-05-02 07:45:00,ROB2744,PC-4615,Logon
2011-05-02 07:45:00,SAB0817,PC-3926,Logon
2011-05-02 07:45:00,SJN1601,PC-6440,Logon
2011-05-02 07:45:00,SKM3058,PC-4802,Logon
2011-05-02 07:45:00,TAB1870,PC-8355,Logon
2011-05-02 07:45:00,TCN1687,PC-8503,Logon
2011-05-02 07:45:00,THC2752,PC-5464,Logon
2011-05-02 07:45:00,THH2751,PC-1098,Logon
2011-05-02 07:45:00,THM1021,PC-4225,Logon
2011-05-02 07:45:00,TIE1175,PC-9845,Logon
2011-05-02 07:45:00,TJS3067,PC-5461,Logon
2011-05-02 07:45:00,TKP0210,PC-3482,Logon
2011-05-02 07:45:00,UMH1532,PC-4307,Logon
2011-05-02 07:45:00,UXC1495,PC-6573,Logon
2011-05-02 07:45:00,WCP2123,PC-6600,Logon
2011-05-02 07:45:57,WAL0050,PC-1595,Logoff
2011-05-02 07:46:00,AAB0162,PC-6599,Logon
2011-05-02 07:46:00,AAD2188,PC-1029,Logon
2011-05-02 07:46:00,ABP2003,PC-5254,Logon
2011-05-02 07:46:00,ARC2809,PC-1194,Logon
2011-05-02 07:46:00,AVH3584,PC-3719,Logon
2011-05-02 07:46:00,BGR1991,PC-6061,Logon
2011-05-02 07:46:00,CAR2748,PC-1078,Logon
2011-05-02 07:46:00,CCT0020,PC-6898,Logon
2011-05-02 07:46:00,CJM0273,PC-3471,Logon
2011-05-02 07:46:00,CNP1183,PC-4745,Logon
2011-05-02 07:46:00,DBV2736,PC-5302,Logon
2011-05-02 07:46:00,DCR1531,PC-6598,Logon
2011-05-02 07:46:00,DEP0163,PC-2217,Logon
2011-05-02 07:46:00,DFP3615,PC-5402,Logon
2011-05-02 07:46:00,DJH0971,PC-0529,Logon
2011-05-02 07:46:00,EGB3624,PC-6624,Logon
2011-05-02 07:46:00,EKV3321,PC-7005,Logon
2011-05-02 07:46:00,EMC2757,PC-3916,Logon
2011-05-02 07:46:00,EVO1522,PC-2923,Logon
2011-05-02 07:46:00,FSM0056,PC-5713,Logon
2011-05-02 07:46:00,GFP2144,PC-0448,Logon
2011-05-02 07:46:00,GRL3110,PC-5062,Logon
2011-05-02 07:46:00,GYM1926,PC-3587,Logon
2011-05-02 07:46:00,HAP3000,PC-1477,Logon
2011-05-02 07:46:00,HBD1371,PC-3924,Logon
2011-05-02 07:46:00,HCH3338,PC-1040,Logon
2011-05-02 07:46:00,HCS2231,PC-0563,Logon
2011-05-02 07:46:00,HKT1778,PC-9126,Logon
2011-05-02 07:46:00,IAR1895,PC-7439,Logon
2011-05-02 07:46:00,IMM2118,PC-6059,Logon
2011-05-02 07:46:00,INB3109,PC-2613,Logon
2011-05-02 07:46:00,JJH1389,PC-3684,Logon
2011-05-02 07:46:00,JOC3621,PC-0329,Logon
2011-05-02 07:46:00,KAW3589,PC-9274,Logon
2011-05-02 07:46:00,KDC1487,PC-5727,Logon
2011-05-02 07:46:00,KGR2815,PC-5951,Logon
2011-05-02 07:46:00,KKC2119,PC-9925,Logon
2011-05-02 07:46:00,KKM0624,PC-9767,Logon
2011-05-02 07:46:00,KLH0276,PC-9418,Logon
2011-05-02 07:46:00,LMZ1501,PC-2386,Logon
2011-05-02 07:46:00,LQJ3060,PC-6784,Logon
2011-05-02 07:46:00,NCS0425,PC-5080,Logon
2011-05-02 07:46:00,NRN1312,PC-8944,Logon
2011-05-02 07:46:00,OKG1889,PC-6310,Logon
2011-05-02 07:46:00,OQL3890,PC-4417,Logon
2011-05-02 07:46:00,PHO1937,PC-2200,Logon
2011-05-02 07:46:00,PMG0284,PC-8368,Logon
2011-05-02 07:46:00,PMG1376,PC-5626,Logon
2011-05-02 07:46:00,QBH3579,PC-6412,Logon
2011-05-02 07:46:00,QCB1360,PC-4135,Logon
2011-05-02 07:46:00,RAI1483,PC-8131,Logon
2011-05-02 07:46:00,RDP2116,PC-6534,Logon
2011-05-02 07:46:00,RJS3479,PC-9058,Logon
2011-05-02 07:46:00,RPS3617,PC-5963,Logon
2011-05-02 07:46:00,SGK1941,PC-9704,Logon
2011-05-02 07:46:00,SKB3336,PC-5672,Logon
2011-05-02 07:46:00,SML1923,PC-7184,Logon
2011-05-02 07:46:00,SRH3590,PC-0982,Logon
2011-05-02 07:46:00,TJP2817,PC-3059,Logon
2011-05-02 07:46:00,TRS3323,PC-4940,Logon
2011-05-02 07:46:00,ULP1169,PC-5119,Logon
2011-05-02 07:46:00,WAR1374,PC-7982,Logon
2011-05-02 07:46:00,WBE0967,PC-4844,Logon
2011-05-02 07:46:00,WBS3870,PC-2098,Logon
2011-05-02 07:46:00,WDD2677,PC-5115,Logon
2011-05-02 07:46:00,WJW3627,PC-7479,Logon
2011-05-02 07:46:00,WRM2803,PC-3968,Logon
2011-05-02 07:46:00,XJM3874,PC-7831,Logon
2011-05-02 07:46:00,ZHB1392,PC-7018,Logon
2011-05-02 07:46:00,ZOO1613,PC-8852,Logon
2011-05-02 07:46:00,ZZO2997,PC-3120,Logon
2011-05-02 07:46:15,CWR0043,PC-6377,Logoff
2011-05-02 07:47:00,ACV1946,PC-5274,Logon
2011-05-02 07:47:00,ADM1894,PC-5313,Logon
2011-05-02 07:47:00,AFF1492,PC-3284,Logon
2011-05-02 07:47:00,ASD3348,PC-9816,Logon
2011-05-02 07:47:00,BCB0294,PC-3350,Logon
2011-05-02 07:47:00,BKM3611,PC-8589,Logon
2011-05-02 07:47:00,BSV1499,PC-1805,Logon
2011-05-02 07:47:00,BVD3974,PC-0438,Logon
2011-05-02 07:47:00,CJH3630,PC-4214,Logon
2011-05-02 07:47:00,CKG3838,PC-7879,Logon
2011-05-02 07:47:00,CPP0623,PC-6311,Logon
2011-05-02 07:47:00,CSG1600,PC-3135,Logon
2011-05-02 07:47:00,CTC0421,PC-5993,Logon
2011-05-02 07:47:00,DAH3324,PC-4140,Logon
2011-05-02 07:47:00,DDC0980,PC-4903,Logon
2011-05-02 07:47:00,DLG2673,PC-0370,Logon
2011-05-02 07:47:00,EPW3971,PC-1937,Logon
2011-05-02 07:47:00,EZB3892,PC-8030,Logon
2011-05-02 07:47:00,FDM1933,PC-1944,Logon
2011-05-02 07:47:00,FDS0810,PC-4138,Logon
2011-05-02 07:47:00,GAB1885,PC-0390,Logon
2011-05-02 07:47:00,GAW0808,PC-5241,Logon
2011-05-02 07:47:00,GKN0168,PC-2101,Logon
2011-05-02 07:47:00,HJR2127,PC-8449,Logon
2011-05-02 07:47:00,HYP1591,PC-6703,Logon
2011-05-02 07:47:00,IAC3581,PC-6516,Logon
2011-05-02 07:47:00,IIM1947,PC-9351,Logon
2011-05-02 07:47:00,IRS1337,PC-1290,Logon
2011-05-02 07:47:00,JCC1381,PC-5675,Logon
2011-05-02 07:47:00,JCL0446,PC-6384,Logon
2011-05-02 07:47:00,JGM3588,PC-5988,Logon
2011-05-02 07:47:00,JJB1598,PC-8240,Logon
2011-05-02 07:47:00,JLF3346,PC-5599,Logon
2011-05-02 07:47:00,JLR0632,PC-5476,Logon
