date,user,pc,activity,to_removable_media,from_removable_media
2011-05-02 09:05:42,RVH0535,PC-2179,File Delete,False,True
2011-05-02 09:05:46,LRS2996,PC-4651,File Write,True,False
2011-05-02 09:05:51,AKB2312,PC-0937,File Copy,True,False
2011-05-02 09:06:00,AKB2312,PC-0937,File Copy,False,True
2011-05-02 09:06:00,RFB2959,PC-7820,File Open,False,False
2011-05-02 09:06:13,JTJ3700,PC-9048,File Open,False,True
2011-05-02 09:06:15,ASC0177,PC-5883,File Delete,False,True
2011-05-02 09:06:23,IKM1808,PC-6759,File Copy,False,True
2011-05-02 09:06:42,RVH0535,PC-2179,File Write,True,False
2011-05-02 09:06:48,AKB2312,PC-0937,File Copy,True,False
2011-05-02 09:06:54,AKB2312,PC-0937,File Copy,True,False
2011-05-02 09:06:56,RVH0535,PC-2179,File Copy,True,False
2011-05-02 09:06:58,IKM1808,PC-6759,File Copy,True,False
2011-05-02 09:07:03,JTJ3700,PC-9048,File Copy,True,False
2011-05-02 09:07:14,EYD2871,PC-9862,File Copy,False,True
2011-05-02 09:07:28,LRM1922,PC-4004,File Copy,True,False
2011-05-02 09:07:30,RPS3617,PC-5963,File Copy,False,True
2011-05-02 09:07:39,NQO2712,PC-0856,File Copy,True,False
2011-05-02 09:07:39,RVH0535,PC-2179,File Delete,False,True
2011-05-02 09:07:48,JTJ3700,PC-9048,File Open,False,False
2011-05-02 09:07:57,RVH0535,PC-2179,File Write,True,False
2011-05-02 09:07:57,RVH0535,PC-2179,File Delete,False,True
2011-05-02 09:08:05,JTJ3700,PC-9048,File Copy,True,False
2011-05-02 09:08:16,TVS0520,PC-3367,File Delete,False,True
2011-05-02 09:08:19,TVS0520,PC-3367,File Delete,False,True
2011-05-02 09:08:25,DJF3394,PC-3801,File Open,False,False
2011-05-02 09:08:40,DNM0275,PC-4453,File Copy,False,True
2011-05-02 09:08:49,JTJ3700,PC-9048,File Copy,True,False
2011-05-02 09:08:50,AAH0721,PC-4548,File Open,False,False
2011-05-02 09:09:02,TWM2199,PC-9826,File Open,False,True
2011-05-02 09:09:04,TWM2199,PC-9826,File Delete,False,True
2011-05-02 09:09:05,JTJ3700,PC-9048,File Copy,False,True
2011-05-02 09:09:07,HNB2571,PC-4445,File Copy,True,False
2011-05-02 09:09:22,ESS3341,PC-2910,File Write,True,False
2011-05-02 09:09:33,AKD0272,PC-4599,File Delete,False,True
2011-05-02 09:09:36,JTJ3700,PC-9048,File Copy,False,True
2011-05-02 09:09:36,LFR0075,PC-1308,File Open,False,True
2011-05-02 09:09:40,BDJ3326,PC-6252,File Copy,True,False
2011-05-02 09:09:45,AKD0272,PC-4599,File Open,False,False
2011-05-02 09:09:49,TVS0520,PC-3367,File Delete,False,True
2011-05-02 09:09:54,PPP1295,PC-2585,File Copy,True,False
2011-05-02 09:09:55,BDJ3326,PC-6252,File Open,False,True
2011-05-02 09:09:57,MEW1406,PC-3134,File Open,False,True
2011-05-02 09:10:02,TVS0520,PC-3367,File Copy,True,False
2011-05-02 09:10:04,TWM2199,PC-9826,File Copy,True,False
2011-05-02 09:10:05,JTJ3700,PC-9048,File Open,False,True
2011-05-02 09:10:08,PSP3592,PC-4581,File Copy,True,False
2011-05-02 09:10:09,JTJ3700,PC-9048,File Write,True,False
2011-05-02 09:10:10,WRF3534,PC-7714,File Copy,False,True
2011-05-02 09:10:11,ESS3341,PC-2910,File Open,False,False
2011-05-02 09:10:13,HNB2571,PC-4445,File Write,True,False
2011-05-02 09:10:20,TVS0520,PC-3367,File Copy,False,True
2011-05-02 09:10:21,PSP3592,PC-4581,File Open,False,False
2011-05-02 09:10:27,BYS3626,PC-8495,File Write,True,False
2011-05-02 09:10:28,PSP3592,PC-4581,File Copy,True,False
2011-05-02 09:10:33,PSP3592,PC-4581,File Open,False,False
2011-05-02 09:10:35,DNM0275,PC-4453,File Copy,False,True
2011-05-02 09:10:38,RPS3617,PC-5963,File Open,False,True
2011-05-02 09:10:42,TVS0520,PC-3367,File Copy,True,False
2011-05-02 09:10:43,BYS3626,PC-8495,File Delete,False,True
2011-05-02 09:10:44,ESS3341,PC-2910,File Open,False,True
2011-05-02 09:10:48,TBD2008,PC-9046,File Delete,False,True
2011-05-02 09:10:49,HMR0098,PC-3930,File Open,False,False
2011-05-02 09:10:49,HMR0098,PC-3930,File Open,False,False
2011-05-02 09:10:57,TVS0520,PC-3367,File Copy,False,True
2011-05-02 09:11:05,BYS3626,PC-8495,File Copy,True,False
2011-05-02 09:11:15,TVS0520,PC-3367,File Delete,False,True
2011-05-02 09:11:17,RJF3299,PC-7973,File Copy,True,False
2011-05-02 09:11:18,BYS3626,PC-8495,File Copy,False,True
2011-05-02 09:11:24,CCW2381,PC-8235,File Copy,True,False
2011-05-02 09:11:35,BYS3626,PC-8495,File Write,True,False
2011-05-02 09:11:38,RJF3299,PC-7973,File Delete,False,True
2011-05-02 09:11:39,CJM0273,PC-3471,File Open,False,True
2011-05-02 09:11:40,JHE3080,PC-1480,File Write,True,False
2011-05-02 09:11:40,JTJ3700,PC-9048,File Open,False,True
2011-05-02 09:11:41,BYS3626,PC-8495,File Open,False,False
2011-05-02 09:11:41,DWB3085,PC-0733,File Write,True,False
2011-05-02 09:11:54,DNM0275,PC-4453,File Copy,True,False
2011-05-02 09:11:57,BYS3626,PC-8495,File Open,False,False
2011-05-02 09:11:59,JTJ3700,PC-9048,File Write,True,False
2011-05-02 09:12:01,JTJ3700,PC-9048,File Copy,False,True
2011-05-02 09:12:03,RJF3299,PC-7973,File Copy,True,False
2011-05-02 09:12:05,WDD2677,PC-5115,File Delete,False,True
2011-05-02 09:12:07,DAM0096,PC-7806,File Copy,True,False
2011-05-02 09:12:09,MPS2849,PC-3655,File Open,False,False
2011-05-02 09:12:10,GTC0747,PC-0870,File Copy,False,True
2011-05-02 09:12:19,RJF3299,PC-7973,File Copy,False,True
2011-05-02 09:12:21,BYS3626,PC-8495,File Open,False,True
2011-05-02 09:12:27,ESS3341,PC-2910,File Delete,False,True
2011-05-02 09:12:42,OIP0988,PC-4871,File Open,False,False
2011-05-02 09:12:50,RJF3299,PC-7973,File Copy,True,False
2011-05-02 09:12:51,TWM2199,PC-9826,File Delete,False,True
2011-05-02 09:12:55,GRP0277,PC-2590,File Open,False,False
2011-05-02 09:12:55,TWM2199,PC-9826,File Copy,True,False
2011-05-02 09:13:01,RJF3299,PC-7973,File Copy,False,True
2011-05-02 09:13:15,TWM2199,PC-9826,File Copy,False,True
2011-05-02 09:13:21,CHM1561,PC-7046,File Delete,False,True
2011-05-02 09:13:23,JRR0769,PC-7787,File Delete,False,True
2011-05-02 09:13:24,IKM1808,PC-6759,File Copy,True,False
2011-05-02 09:13:25,CHM1561,PC-7046,File Write,True,False
2011-05-02 09:13:27,TWM2199,PC-9826,File Copy,False,True
2011-05-02 09:13:29,BYS3626,PC-8495,File Copy,False,True
2011-05-02 09:13:32,AKG2702,PC-1553,File Write,True,False
2011-05-02 09:13:33,ROH1347,PC-1449,File Write,True,False
2011-05-02 09:13:34,BYS3626,PC-8495,File Open,False,False
2011-05-02 09:13:34,CCW2381,PC-8235,File Write,True,False
2011-05-02 09:13:42,ESS3341,PC-2910,File Open,False,True
2011-05-02 09:13:45,HBD1371,PC-3924,File Copy,False,True
2011-05-02 09:13:47,MPS2849,PC-3655,File Open,False,False
2011-05-02 09:13:53,AKB2312,PC-0937,File Copy,True,False
2011-05-02 09:13:53,DNM0275,PC-4453,File Delete,False,True
2011-05-02 09:13:56,CHM1561,PC-7046,File Copy,True,False
2011-05-02 09:13:58,HBD1371,PC-3924,File Copy,True,False
2011-05-02 09:13:58,JHE3080,PC-1480,File Copy,True,False
2011-05-02 09:14:04,HBD1371,PC-3924,File Copy,False,True
2011-05-02 09:14:06,HBD1371,PC-3924,File Copy,True,False
2011-05-02 09:14:10,BYS3626,PC-8495,File Copy,True,False
2011-05-02 09:14:10,GTC0747,PC-0870,File Copy,True,False
2011-05-02 09:14:17,SYF1650,PC-1467,File Open,False,False
2011-05-02 09:14:18,JTJ3700,PC-9048,File Delete,False,True
2011-05-02 09:14:19,AMS0712,PC-3460,File Delete,False,True
2011-05-02 09:14:19,HBD1371,PC-3924,File Delete,False,True
2011-05-02 09:14:20,HBD1371,PC-3924,File Delete,False,True
2011-05-02 09:14:23,HBD1371,PC-3924,File Copy,True,False
2011-05-02 09:14:26,BYS3626,PC-8495,File Delete,False,True
2011-05-02 09:14:34,HBD1371,PC-3924,File Delete,False,True
2011-05-02 09:14:34,TWM2199,PC-9826,File Copy,False,True
2011-05-02 09:14:38,HBD1371,PC-3924,File Copy,False,True
2011-05-02 09:14:42,JHF1278,PC-4691,File Open,False,False
2011-05-02 09:14:42,JHF1278,PC-4691,File Open,False,False
2011-05-02 09:14:47,CRM0139,PC-8757,File Delete,False,True
2011-05-02 09:14:47,HBD1371,PC-3924,File Delete,False,True
2011-05-02 09:14:49,BYS3626,PC-8495,File Write,True,False
2011-05-02 09:14:50,JTJ3700,PC-9048,File Copy,False,True
2011-05-02 09:14:54,TWM2199,PC-9826,File Copy,False,True
2011-05-02 09:14:57,MGG1756,PC-1617,File Open,False,False
2011-05-02 09:15:00,HNB2571,PC-4445,File Copy,False,True
2011-05-02 09:15:04,CAB3121,PC-1604,File Open,False,False
2011-05-02 09:15:04,CAB3121,PC-1604,File Open,False,False
2011-05-02 09:15:09,ANL3024,PC-7640,File Open,False,True
2011-05-02 09:15:09,JTJ3700,PC-9048,File Open,False,False
2011-05-02 09:15:09,TWM2199,PC-9826,File Copy,True,False
2011-05-02 09:15:19,KAG2599,PC-1649,File Copy,True,False
2011-05-02 09:15:22,BYS3626,PC-8495,File Copy,False,True
2011-05-02 09:15:39,ANF3332,PC-8927,File Open,False,True
2011-05-02 09:15:50,UKS1465,PC-2696,File Open,False,False
2011-05-02 09:15:54,BYS3626,PC-8495,File Open,False,True
2011-05-02 09:15:55,QRJ1597,PC-5898,File Copy,False,True
2011-05-02 09:16:05,LRS2996,PC-4651,File Copy,False,True
2011-05-02 09:16:11,QRJ1597,PC-5898,File Open,False,False
2011-05-02 09:16:16,JTJ3700,PC-9048,File Copy,False,True
2011-05-02 09:16:20,IKM1808,PC-6759,File Write,True,False
2011-05-02 09:16:21,ESS3341,PC-2910,File Write,True,False
2011-05-02 09:16:26,JTJ3700,PC-9048,File Copy,False,True
2011-05-02 09:16:26,MPS2849,PC-3655,File Copy,False,True
2011-05-02 09:16:27,NGP0549,PC-3662,File Copy,True,False
2011-05-02 09:16:30,JTJ3700,PC-9048,File Open,False,True
2011-05-02 09:16:31,DAM0096,PC-7806,File Copy,False,True
2011-05-02 09:16:35,HKT1778,PC-9126,File Open,False,True
2011-05-02 09:16:36,ESS3341,PC-2910,File Open,False,True
2011-05-02 09:16:46,AOC0982,PC-0721,File Copy,True,False
2011-05-02 09:16:46,TJB3511,PC-7114,File Open,False,False
2011-05-02 09:16:47,AKD0272,PC-4599,File Write,True,False
2011-05-02 09:16:52,AOC0982,PC-0721,File Delete,False,True
2011-05-02 09:16:52,JTJ3700,PC-9048,File Delete,False,True
2011-05-02 09:16:58,BYS3626,PC-8495,File Write,True,False
2011-05-02 09:16:59,QRJ1597,PC-5898,File Write,True,False
2011-05-02 09:17:03,IKM1808,PC-6759,File Copy,True,False
2011-05-02 09:17:04,AOC0982,PC-0721,File Open,False,False
2011-05-02 09:17:09,IKM1808,PC-6759,File Delete,False,True
2011-05-02 09:17:11,KJB3654,PC-2218,File Copy,True,False
2011-05-02 09:17:14,TWM2199,PC-9826,File Open,False,False
2011-05-02 09:17:16,AMS0712,PC-3460,File Write,True,False
2011-05-02 09:17:16,JCP1462,PC-7135,File Delete,False,True
2011-05-02 09:17:19,UKS1465,PC-2696,File Copy,False,True
2011-05-02 09:17:21,JGR3914,PC-5072,File Write,True,False
2011-05-02 09:17:23,NIB1197,PC-1352,File Copy,True,False
2011-05-02 09:17:27,KWC3812,PC-8397,File Write,True,False
2011-05-02 09:17:30,JTJ3700,PC-9048,File Copy,False,True
2011-05-02 09:17:33,DTG1294,PC-0327,File Write,True,False
2011-05-02 09:17:37,AOC0982,PC-0721,File Write,True,False
2011-05-02 09:17:45,SIS3576,PC-7467,File Delete,False,True
2011-05-02 09:17:46,UKS1465,PC-2696,File Copy,False,True
2011-05-02 09:17:46,UKS1465,PC-2696,File Copy,False,True
2011-05-02 09:17:52,NIB1197,PC-1352,File Open,False,True
2011-05-02 09:17:53,IKM1808,PC-6759,File Write,True,False
2011-05-02 09:17:54,ECS3353,PC-6657,File Open,False,True
2011-05-02 09:18:11,AOC0982,PC-0721,File Copy,True,False
2011-05-02 09:18:11,LRS2996,PC-4651,File Delete,False,True
2011-05-02 09:18:13,BYS3626,PC-8495,File Open,False,False
2011-05-02 09:18:28,TWM2199,PC-9826,File Open,False,False
2011-05-02 09:18:30,AOC0982,PC-0721,File Write,True,False
2011-05-02 09:18:40,JHK3122,PC-4288,File Copy,True,False
2011-05-02 09:18:40,LAH3026,PC-2610,File Open,False,True
2011-05-02 09:18:43,LYS3814,PC-5692,File Open,False,False
2011-05-02 09:18:44,UKS1465,PC-2696,File Write,True,False
2011-05-02 09:18:48,KAG2599,PC-1649,File Copy,True,False
2011-05-02 09:18:49,BYS3626,PC-8495,File Write,True,False
2011-05-02 09:18:50,NDW1863,PC-4279,File Open,False,False
2011-05-02 09:18:51,UKS1465,PC-2696,File Write,True,False
2011-05-02 09:18:52,BYS3626,PC-8495,File Delete,False,True
2011-05-02 09:18:55,BYS3626,PC-8495,File Delete,False,True
2011-05-02 09:18:59,DAM0096,PC-7806,File Copy,True,False
2011-05-02 09:19:14,BYS3626,PC-8495,File Copy,False,True
2011-05-02 09:19:21,TWM2199,PC-9826,File Delete,False,True
2011-05-02 09:19:21,UMF2894,PC-7216,File Open,False,False
2011-05-02 09:19:24,IKM1808,PC-6759,File Copy,True,False
2011-05-02 09:19:28,IMH0562,PC-7624,File Copy,False,True
2011-05-02 09:19:32,JCP1462,PC-7135,File Copy,True,False
2011-05-02 09:19:32,TWM2199,PC-9826,File Write,True,False
2011-05-02 09:19:36,BYS3626,PC-8495,File Write,True,False
2011-05-02 09:19:38,UKS1465,PC-2696,File Copy,False,True
2011-05-02 09:19:42,TWM2199,PC-9826,File Copy,True,False
2011-05-02 09:19:47,UKS1465,PC-2696,File Copy,False,True
2011-05-02 09:19:48,BYS3626,PC-8495,File Copy,True,False
2011-05-02 09:19:52,JHK3122,PC-4288,File Open,False,False
2011-05-02 09:19:52,RJA0402,PC-8400,File Open,False,False
2011-05-02 09:19:52,RJA0402,PC-8400,File Open,False,False
2011-05-02 09:19:55,IKM1808,PC-6759,File Copy,True,False
2011-05-02 09:19:57,NIB1197,PC-1352,File Delete,False,True
2011-05-02 09:19:58,BYS3626,PC-8495,File Delete,False,True
2011-05-02 09:19:59,VTK2978,PC-6750,File Open,False,False
2011-05-02 09:20:06,BYS3626,PC-8495,File Copy,True,False
2011-05-02 09:20:06,WDD2677,PC-5115,File Copy,True,False
2011-05-02 09:20:18,BYS3626,PC-8495,File Copy,True,False
2011-05-02 09:20:23,MPS2849,PC-3655,File Open,False,True
2011-05-02 09:20:33,KAG2599,PC-1649,File Open,False,False
2011-05-02 09:20:35,BYS3626,PC-8495,File Copy,False,True
2011-05-02 09:20:41,TWM2199,PC-9826,File Delete,False,True
2011-05-02 09:20:51,DMB1429,PC-4890,File Copy,False,True
2011-05-02 09:20:58,IMC3296,PC-2659,File Write,True,False
2011-05-02 09:21:00,MBH0476,PC-2538,File Open,False,False
2011-05-02 09:21:06,KAG2599,PC-1649,File Copy,False,True
2011-05-02 09:21:07,AOC0982,PC-0721,File Delete,False,True
2011-05-02 09:21:10,ANL3024,PC-7640,File Copy,True,False
2011-05-02 09:21:12,DMB1429,PC-4890,File Write,True,False
2011-05-02 09:21:12,LAH3026,PC-2610,File Delete,False,True
2011-05-02 09:21:14,KAG2599,PC-1649,File Copy,True,False
2011-05-02 09:21:23,OJR2085,PC-1587,File Open,False,True
2011-05-02 09:21:24,WDD2677,PC-5115,File Copy,True,False
2011-05-02 09:21:26,HMR0098,PC-3930,File Open,False,False
2011-05-02 09:21:28,JEM0546,PC-0308,File Copy,False,True
2011-05-02 09:21:39,KAG2599,PC-1649,File Copy,False,True
2011-05-02 09:21:57,RJB1151,PC-5745,File Open,False,False
2011-05-02 09:22:09,OJR2085,PC-1587,File Open,False,False
2011-05-02 09:22:14,LRS2996,PC-4651,File Copy,True,False
2011-05-02 09:22:14,YAV0093,PC-9148,File Open,False,False
2011-05-02 09:22:16,DMB1429,PC-4890,File Copy,True,False
2011-05-02 09:22:17,TWM2199,PC-9826,File Copy,True,False
2011-05-02 09:22:18,AOC0982,PC-0721,File Open,False,True
2011-05-02 09:22:22,LPH3918,PC-2216,File Open,False,True
2011-05-02 09:22:23,TWW0811,PC-9214,File Open,False,False
2011-05-02 09:22:32,DMB1429,PC-4890,File Copy,True,False
2011-05-02 09:22:47,ESH1283,PC-2299,File Open,False,False
2011-05-02 09:22:47,IKM1808,PC-6759,File Write,True,False
2011-05-02 09:22:48,DMB1429,PC-4890,File Copy,True,False
2011-05-02 09:22:53,BVC0009,PC-7232,File Open,False,False
2011-05-02 09:22:53,BVC0009,PC-7232,File Open,False,False
2011-05-02 09:23:03,CKL0697,PC-1639,File Delete,False,True
2011-05-02 09:23:18,DMB1429,PC-4890,File Delete,False,True
2011-05-02 09:23:30,TWM2199,PC-9826,File Open,False,True
2011-05-02 09:23:51,CCW2381,PC-8235,File Copy,True,False
2011-05-02 09:23:51,OJR2085,PC-1587,File Copy,False,True
2011-05-02 09:23:55,NIB1197,PC-1352,File Copy,False,True
2011-05-02 09:23:58,MPS2849,PC-3655,File Open,False,False
2011-05-02 09:24:22,DMB1429,PC-4890,File Copy,False,True
2011-05-02 09:24:34,IMH0562,PC-7624,File Delete,False,True
2011-05-02 09:24:44,IWG0058,PC-4074,File Open,False,False
2011-05-02 09:24:51,IMH0562,PC-7624,File Delete,False,True
2011-05-02 09:24:56,TWM2199,PC-9826,File Open,False,True
2011-05-02 09:24:58,RMB2275,PC-3731,File Open,False,False
2011-05-02 09:25:09,IKM1808,PC-6759,File Copy,True,False
2011-05-02 09:25:13,DTG1294,PC-0327,File Delete,False,True
2011-05-02 09:25:18,IKM1808,PC-6759,File Copy,False,True
2011-05-02 09:25:22,IKM1808,PC-6759,File Copy,True,False
2011-05-02 09:25:23,IKM1808,PC-6759,File Open,False,True
2011-05-02 09:25:25,QWL3474,PC-2154,File Open,False,False
2011-05-02 09:25:30,IWG0058,PC-4074,File Copy,False,True
2011-05-02 09:25:41,JEH2787,PC-5576,File Delete,False,True
2011-05-02 09:25:42,UKC0543,PC-0084,File Open,False,True
2011-05-02 09:25:53,GKB2807,PC-6822,File Delete,False,True
2011-05-02 09:25:53,GKB2807,PC-6822,File Copy,True,False
2011-05-02 09:26:06,TWM2199,PC-9826,File Copy,False,True
2011-05-02 09:26:20,LRS2996,PC-4651,File Copy,False,True
2011-05-02 09:26:21,NBR3731,PC-7532,File Write,True,False
2011-05-02 09:26:22,NBR3731,PC-7532,File Open,False,False
2011-05-02 09:26:31,JGR3914,PC-5072,File Delete,False,True
2011-05-02 09:26:48,NCR2854,PC-8271,File Copy,True,False
2011-05-02 09:27:08,NBR3731,PC-7532,File Copy,True,False
2011-05-02 09:27:10,HNB2571,PC-4445,File Copy,False,True
2011-05-02 09:27:27,HNB2571,PC-4445,File Copy,False,True
2011-05-02 09:27:28,KJB3654,PC-2218,File Open,False,True
2011-05-02 09:27:37,EIR1046,PC-9329,File Open,False,False
2011-05-02 09:27:37,EIR1046,PC-9329,File Open,False,False
2011-05-02 09:27:42,AGW1590,PC-7132,File Copy,True,False
2011-05-02 09:27:45,NBR3731,PC-7532,File Open,False,True
2011-05-02 09:27:46,TWM2199,PC-9826,File Write,True,False
2011-05-02 09:27:49,TWM2199,PC-9826,File Delete,False,True
2011-05-02 09:28:02,GKB2807,PC-6822,File Copy,True,False
2011-05-02 09:28:10,AMS0712,PC-3460,File Copy,False,True
2011-05-02 09:28:10,VTK2978,PC-6750,File Write,True,False
2011-05-02 09:28:14,IMH0562,PC-7624,File Open,False,False
2011-05-02 09:28:20,JHK3122,PC-4288,File Delete,False,True
2011-05-02 09:28:35,UKC0543,PC-0084,File Delete,False,True
2011-05-02 09:28:52,NBR3731,PC-7532,File Open,False,True
2011-05-02 09:29:01,TAB1870,PC-8355,File Open,False,False
2011-05-02 09:29:05,IMH0562,PC-7624,File Copy,True,False
2011-05-02 09:29:08,IWG0058,PC-4074,File Open,False,False
2011-05-02 09:29:16,RGB1581,PC-2984,File Copy,False,True
2011-05-02 09:29:20,NBR3731,PC-7532,File Copy,True,False
2011-05-02 09:29:20,RGB1581,PC-2984,File Copy,False,True
2011-05-02 09:29:36,DTA2223,PC-6927,File Open,False,True
2011-05-02 09:29:39,NBR3731,PC-7532,File Open,False,True
2011-05-02 09:29:41,OSC1925,PC-7224,File Delete,False,True
2011-05-02 09:29:47,NIB1197,PC-1352,File Copy,True,False
2011-05-02 09:29:58,JHM0583,PC-0380,File Open,False,False
2011-05-02 09:29:58,NBR3731,PC-7532,File Copy,False,True
2011-05-02 09:30:06,CEC1352,PC-7905,File Delete,False,True
2011-05-02 09:30:07,APA1788,PC-5022,File Delete,False,True
2011-05-02 09:30:18,DTA2223,PC-6927,File Copy,False,True
2011-05-02 09:30:23,NBR3731,PC-7532,File Open,False,True
2011-05-02 09:30:24,SKM1287,PC-1353,File Open,False,False
2011-05-02 09:30:25,JRR0769,PC-7787,File Copy,False,True
2011-05-02 09:30:33,GIT2266,PC-2581,File Open,False,False
2011-05-02 09:30:33,GIT2266,PC-2581,File Open,False,False
2011-05-02 09:30:33,MPS2849,PC-3655,File Copy,False,True
2011-05-02 09:30:34,GKB2807,PC-6822,File Write,True,False
2011-05-02 09:30:41,JEH2787,PC-5576,File Open,False,False
2011-05-02 09:30:47,IMH0562,PC-7624,File Open,False,True
2011-05-02 09:30:51,JRR0769,PC-7787,File Open,False,False
2011-05-02 09:30:54,PGF3491,PC-4277,File Open,False,True
2011-05-02 09:30:55,DBT0141,PC-8774,File Open,False,False
2011-05-02 09:30:56,BJV2631,PC-8293,File Open,False,True
2011-05-02 09:31:04,DBT0141,PC-8774,File Copy,False,True
2011-05-02 09:31:04,DBT0141,PC-8774,File Delete,False,True
2011-05-02 09:31:04,IWG0058,PC-4074,File Copy,True,False
2011-05-02 09:31:05,UKC0543,PC-0084,File Delete,False,True
2011-05-02 09:31:13,IMH0562,PC-7624,File Write,True,False
2011-05-02 09:31:24,DBT0141,PC-8774,File Copy,True,False
2011-05-02 09:31:33,JEH2787,PC-5576,File Write,True,False
2011-05-02 09:31:34,MPB2578,PC-0946,File Delete,False,True
2011-05-02 09:31:39,DBT0141,PC-8774,File Copy,True,False
2011-05-02 09:31:39,DBT0141,PC-8774,File Copy,False,True
2011-05-02 09:31:52,GKB2807,PC-6822,File Delete,False,True
2011-05-02 09:31:52,VJB1928,PC-7171,File Open,False,False
2011-05-02 09:31:54,QBH3579,PC-6412,File Open,False,False
2011-05-02 09:32:14,TAB1870,PC-8355,File Write,True,False
2011-05-02 09:32:18,JGR3914,PC-5072,File Delete,False,True
2011-05-02 09:32:21,IWG0058,PC-4074,File Copy,True,False
2011-05-02 09:32:29,LAH3026,PC-2610,File Copy,False,True
2011-05-02 09:32:31,JEH2787,PC-5576,File Open,False,True
2011-05-02 09:32:33,IMH0562,PC-7624,File Copy,True,False
2011-05-02 09:32:33,IWG0058,PC-4074,File Open,False,False
2011-05-02 09:32:34,TAB1870,PC-8355,File Delete,False,True
2011-05-02 09:32:53,QBH3579,PC-6412,File Open,False,False
2011-05-02 09:32:59,BJV2631,PC-8293,File Delete,False,True
2011-05-02 09:33:01,TAB1870,PC-8355,File Open,False,True
2011-05-02 09:33:13,ROH1347,PC-1449,File Write,True,False
2011-05-02 09:33:15,APA1788,PC-5022,File Copy,False,True
2011-05-02 09:33:15,HNB2571,PC-4445,File Write,True,False
2011-05-02 09:33:22,TAB1870,PC-8355,File Delete,False,True
2011-05-02 09:33:32,MEW1406,PC-3134,File Delete,False,True
2011-05-02 09:33:41,JRR0769,PC-7787,File Copy,False,True
2011-05-02 09:33:47,WGF0506,PC-6433,File Open,False,False
2011-05-02 09:34:05,LAH3026,PC-2610,File Copy,False,True
2011-05-02 09:34:13,HNB2571,PC-4445,File Write,True,False
2011-05-02 09:34:35,LLT0291,PC-1250,File Open,False,True
2011-05-02 09:34:42,ROH1347,PC-1449,File Delete,False,True
2011-05-02 09:34:45,TAB1870,PC-8355,File Delete,False,True
2011-05-02 09:34:55,KDC0444,PC-6964,File Copy,False,True
2011-05-02 09:35:01,TCB0550,PC-6190,File Copy,True,False
2011-05-02 09:35:11,PPP1295,PC-2585,File Write,True,False
2011-05-02 09:35:13,CCW2381,PC-8235,File Delete,False,True
2011-05-02 09:35:16,TCM2403,PC-2105,File Copy,True,False
2011-05-02 09:35:26,CEC1352,PC-7905,File Write,True,False
2011-05-02 09:35:26,MPB2578,PC-0946,File Copy,False,True
2011-05-02 09:35:41,RJH0219,PC-3959,File Open,False,False
2011-05-02 09:35:43,JVZ3437,PC-1050,File Open,False,False
2011-05-02 09:35:51,JCP1462,PC-7135,File Copy,False,True
2011-05-02 09:35:53,CAR0992,PC-9203,File Open,False,False
2011-05-02 09:35:53,CAR0992,PC-9203,File Open,False,False
2011-05-02 09:35:53,CAR0992,PC-9203,File Open,False,False
2011-05-02 09:35:53,CAR0992,PC-9203,File Open,False,False
2011-05-02 09:35:53,CAR0992,PC-9203,File Open,False,False
2011-05-02 09:35:53,CAR0992,PC-9203,File Open,False,False
2011-05-02 09:35:53,CAR0992,PC-9203,File Open,False,False
2011-05-02 09:35:53,CEC1352,PC-7905,File Write,True,False
2011-05-02 09:36:06,AED1421,PC-0707,File Copy,False,True
2011-05-02 09:36:14,CEC1352,PC-7905,File Delete,False,True
2011-05-02 09:36:18,TAB1870,PC-8355,File Open,False,False
2011-05-02 09:36:22,MPB2578,PC-0946,File Delete,False,True
2011-05-02 09:36:25,TAB1870,PC-8355,File Open,False,True
2011-05-02 09:36:26,JEH2787,PC-5576,File Write,True,False
2011-05-02 09:36:26,NHP0412,PC-4099,File Open,False,False
2011-05-02 09:36:28,BAR3420,PC-1756,File Open,False,False
2011-05-02 09:36:34,RKG2587,PC-6799,File Open,False,False
2011-05-02 09:36:36,OSC1925,PC-7224,File Copy,True,False
2011-05-02 09:36:43,AED1421,PC-0707,File Copy,True,False
2011-05-02 09:36:48,JEH2787,PC-5576,File Copy,False,True
2011-05-02 09:36:50,OSC1925,PC-7224,File Open,False,False
2011-05-02 09:37:03,NBT3447,PC-0882,File Write,True,False
2011-05-02 09:37:08,BHE1709,PC-5144,File Delete,False,True
2011-05-02 09:37:08,SJM3805,PC-5827,File Open,False,False
2011-05-02 09:37:09,HIP0148,PC-3393,File Copy,True,False
2011-05-02 09:37:25,MPB2578,PC-0946,File Open,False,False
2011-05-02 09:37:34,ABD3426,PC-8657,File Copy,False,True
2011-05-02 09:37:46,ANL3024,PC-7640,File Delete,False,True
2011-05-02 09:37:46,TCM2403,PC-2105,File Open,False,True
2011-05-02 09:38:02,ABD3426,PC-8657,File Copy,True,False
2011-05-02 09:38:15,TAB1870,PC-8355,File Delete,False,True
2011-05-02 09:38:16,GKB2807,PC-6822,File Delete,False,True
2011-05-02 09:38:20,DWB3085,PC-0733,File Open,False,False
2011-05-02 09:38:27,MSP3845,PC-7302,File Open,False,False
2011-05-02 09:38:35,ARH2097,PC-4152,File Open,False,False
2011-05-02 09:38:41,WTG2109,PC-3783,File Open,False,False
